基準日,順位,コード,企業名,PBR
2021-11-30,7,72670,本田技研工業,0.19201044470462073
2021-11-30,8,87250,ＭＳ＆ＡＤインシュアランスグループホールディングス,0.19497780660210223
2021-11-30,9,61780,日本郵政,0.2005962799640863
2021-11-30,10,99840,ソフトバンクグループ,0.21049143504340137
2021-12-30,1,94320,日本電信電話,0.05649800962846795
2021-12-30,2,54010,日本製鉄,0.10136486782334071
2021-12-30,3,87500,第一生命ホールディングス,0.13022163761661795
2021-12-30,4,95010,東京電力ホールディングス,0.14584910846881788
2021-12-30,5,83160,三井住友フィナンシャルグループ,0.14595358996829108
2021-12-30,6,90220,東海旅客鉄道,0.1742245429600596
2021-12-30,7,99840,ソフトバンクグループ,0.18968664312203037
2021-12-30,8,72670,本田技研工業,0.19999772256308904
2021-12-30,9,87250,ＭＳ＆ＡＤインシュアランスグループホールディングス,0.20868428952346596
2021-12-30,10,61780,日本郵政,0.21015741106517827
2022-01-31,1,94320,日本電信電話,0.05860547506699016
2022-01-31,2,54010,日本製鉄,0.10012377548374166
2022-01-31,3,87500,第一生命ホールディングス,0.14399637224582676
2022-01-31,4,83160,三井住友フィナンシャルグループ,0.1522501497729035
2022-01-31,5,95010,東京電力ホールディングス,0.15338168726249884
2022-01-31,6,90220,東海旅客鉄道,0.17139336526217136
2022-01-31,7,99840,ソフトバンクグループ,0.17492780751069534
2022-01-31,8,67020,富士通,0.1893033446511441
2022-01-31,9,72670,本田技研工業,0.207669224320176
2022-01-31,10,72590,アイシン,0.22239952969905225
2022-02-28,1,94320,日本電信電話,0.05482366526895277
2022-02-28,2,54010,日本製鉄,0.10914140355613945
2022-02-28,3,87500,第一生命ホールディングス,0.13460897987504786
2022-02-28,4,83160,三井住友フィナンシャルグループ,0.15322238815935066
2022-02-28,5,99840,ソフトバンクグループ,0.1718518682993791
2022-02-28,6,90220,東海旅客鉄道,0.17529767104067576
2022-02-28,7,95010,東京電力ホールディングス,0.18145153852622412
2022-02-28,8,67020,富士通,0.2087756261082691
2022-02-28,9,72670,本田技研工業,0.21207265625926325
2022-02-28,10,72590,アイシン,0.21563108097985534
2022-03-31,1,94320,日本電信電話,0.05902806177021643
2022-03-31,2,54010,日本製鉄,0.1123765649136252
2022-03-31,3,87500,第一生命ホールディングス,0.13970712728559784
2022-03-31,4,83160,三井住友フィナンシャルグループ,0.14525843786847373
2022-03-31,5,90220,東海旅客鉄道,0.18067316450383397
2022-03-31,6,99840,ソフトバンクグループ,0.18640421959141268
2022-03-31,7,95010,東京電力ホールディングス,0.202002679630023
2022-03-31,8,72670,本田技研工業,0.2097804666979929
2022-03-31,9,61780,日本郵政,0.2116530879739593
2022-03-31,10,72590,アイシン,0.21614117601013028
2022-04-28,1,94320,日本電信電話,0.06406501203410654
2022-04-28,2,54010,日本製鉄,0.10712266286906834
2022-04-28,3,83160,三井住友フィナンシャルグループ,0.14555959565258253
2022-04-28,4,87500,第一生命ホールディングス,0.14558788504425857
2022-04-28,5,99840,ソフトバンクグループ,0.17668029822115983
2022-04-28,6,72590,アイシン,0.18596972255558206
2022-04-28,7,90220,東海旅客鉄道,0.1873219160091897
2022-04-28,8,72670,本田技研工業,0.2057014522031339
2022-04-28,9,61780,日本郵政,0.2147393028587087
2022-04-28,10,65010,日立製作所,0.21956370037045703
2022-05-31,1,94320,日本電信電話,0.06281597778768375
2022-05-31,2,54010,日本製鉄,0.10976104309773037
2022-05-31,3,83160,三井住友フィナンシャルグループ,0.14730301046553546
2022-05-31,4,87500,第一生命ホールディングス,0.15402946713706023
2022-05-31,5,67010,日本電気,0.15913068048663356
2022-05-31,6,72670,本田技研工業,0.1786281925543878
2022-05-31,7,90220,東海旅客鉄道,0.18229926865732843
2022-05-31,8,99840,ソフトバンクグループ,0.1979053021494629
2022-05-31,9,84730,ＳＢＩホールディングス,0.2026653486450092
2022-05-31,10,72690,スズキ,0.2070866430074675
2022-06-30,1,94320,日本電信電話,0.06257499577571055
2022-06-30,2,54010,日本製鉄,0.09261773865478336
2022-06-30,3,87500,第一生命ホールディングス,0.1468005629230032
2022-06-30,4,83160,三井住友フィナンシャルグループ,0.1514382667067082
2022-06-30,5,67010,日本電気,0.16096327949415717
2022-06-30,6,90220,東海旅客鉄道,0.17870350975770047
2022-06-30,7,72670,本田技研工業,0.18458078411649392
2022-06-30,8,99840,ソフトバンクグループ,0.19260742077127976
2022-06-30,9,67020,富士通,0.20467946612616414
2022-06-30,10,84730,ＳＢＩホールディングス,0.2056081393398928
2022-07-29,1,94320,日本電信電話,0.061169267372533476
2022-07-29,2,54010,日本製鉄,0.09608053983671576
2022-07-29,3,87500,第一生命ホールディングス,0.1347056002088689
2022-07-29,4,83160,三井住友フィナンシャルグループ,0.15118029944824665
2022-07-29,5,90220,東海旅客鉄道,0.17630262607130812
2022-07-29,6,72670,本田技研工業,0.1898943969233457
2022-07-29,7,72590,アイシン,0.19173233467816822
2022-07-29,8,99840,ソフトバンクグループ,0.20622003264577807
2022-07-29,9,84730,ＳＢＩホールディングス,0.20800883701203468
2022-07-29,10,67020,富士通,0.22053351446146885
2022-08-31,1,94320,日本電信電話,0.058766206423296316
2022-08-31,2,54010,日本製鉄,0.10074637805399866
2022-08-31,3,83160,三井住友フィナンシャルグループ,0.15438280396541185
2022-08-31,4,87500,第一生命ホールディングス,0.17926019168356497
2022-08-31,5,90220,東海旅客鉄道,0.18609092976525432
2022-08-31,6,72670,本田技研工業,0.19571751463481718
2022-08-31,7,67020,富士通,0.1973069223361724
2022-08-31,8,72590,アイシン,0.20244665970058928
2022-08-31,9,84730,ＳＢＩホールディングス,0.20860821182587383
2022-08-31,10,99840,ソフトバンクグループ,0.23546553500836104
2022-09-30,1,94320,日本電信電話,0.060870566600257844
2022-09-30,2,54010,日本製鉄,0.09153163122723493
2022-09-30,3,83160,三井住友フィナンシャルグループ,0.14812135547840266
2022-09-30,4,72670,本田技研工業,0.1648769878785373
2022-09-30,5,87500,第一生命ホールディングス,0.17068143874157982
2022-09-30,6,72590,アイシン,0.1807695191709161
2022-09-30,7,67020,富士通,0.18801628548605379
2022-09-30,8,90220,東海旅客鉄道,0.1916357491988192
2022-09-30,9,84730,ＳＢＩホールディングス,0.1972130072468931
2022-09-30,10,99840,ソフトバンクグループ,0.20743997151042234
2022-10-31,1,94320,日本電信電話,0.06383225870116668
2022-10-31,2,54010,日本製鉄,0.093173863334975
2022-10-31,3,83160,三井住友フィナンシャルグループ,0.15360978563368233
2022-10-31,4,87500,第一生命ホールディングス,0.1755665619446547
2022-10-31,5,72670,本田技研工業,0.17726996028673564
2022-10-31,6,72590,アイシン,0.1887453861299457
2022-10-31,7,90220,東海旅客鉄道,0.19282637878350858
2022-10-31,8,67020,富士通,0.19765738765431068
2022-10-31,9,84730,ＳＢＩホールディングス,0.2042020660553346
2022-10-31,10,69710,京セラ,0.22607786731225046
2022-11-30,1,94320,日本電信電話,0.05954487514708063
2022-11-30,2,54010,日本製鉄,0.09457941002521567
2022-11-30,3,83160,三井住友フィナンシャルグループ,0.16780683225243287
2022-11-30,4,72670,本田技研工業,0.17013422915230303
2022-11-30,5,90220,東海旅客鉄道,0.18573429940166508
2022-11-30,6,72590,アイシン,0.18626677643554443
2022-11-30,7,99840,ソフトバンクグループ,0.18963234441469426
2022-11-30,8,84730,ＳＢＩホールディングス,0.20641151653256096
2022-11-30,9,69710,京セラ,0.2121021887975438
2022-11-30,10,67020,富士通,0.21312371754959689
2022-12-30,1,94320,日本電信電話,0.0586485844871442
2022-12-30,2,54010,日本製鉄,0.09887161130116046
2022-12-30,3,72670,本田技研工業,0.15370936390831563
2022-12-30,4,72590,アイシン,0.17464551062287262
2022-12-30,5,99840,ソフトバンクグループ,0.17981938035560052
2022-12-30,6,90220,東海旅客鉄道,0.18098763209885643
2022-12-30,7,83160,三井住友フィナンシャルグループ,0.19017102200373612
2022-12-30,8,84730,ＳＢＩホールディングス,0.1984483526021604
2022-12-30,9,69710,京セラ,0.1990622731051262
2022-12-30,10,67020,富士通,0.2033129858996019
2023-01-31,1,94320,日本電信電話,0.060674980761783064
2023-01-31,2,54010,日本製鉄,0.11625610491126852
2023-01-31,3,72670,本田技研工業,0.162575749498357
2023-01-31,4,90220,東海旅客鉄道,0.17341016501664197
2023-01-31,5,72590,アイシン,0.18700887514644302
2023-01-31,6,99840,ソフトバンクグループ,0.19574951681516825
2023-01-31,7,69710,京セラ,0.2037410872165715
2023-01-31,8,83160,三井住友フィナンシャルグループ,0.20759928845669823
2023-01-31,9,84730,ＳＢＩホールディングス,0.21626691743652204
2023-01-31,10,67020,富士通,0.22313024401338222
2023-02-28,1,94320,日本電信電話,0.062155498173304825
2023-02-28,2,54010,日本製鉄,0.12749041479946205
2023-02-28,3,90220,東海旅客鉄道,0.1676079309598983
2023-02-28,4,72670,本田技研工業,0.1875595495474725
2023-02-28,5,72590,アイシン,0.1914066458066953
2023-02-28,6,94340,ソフトバンク,0.20121080377037148
2023-02-28,7,67020,富士通,0.21119621151347687
2023-02-28,8,69710,京セラ,0.21133950531981108
2023-02-28,9,83160,三井住友フィナンシャルグループ,0.21935663669360358
2023-02-28,10,99840,ソフトバンクグループ,0.22433098963155823
2023-03-31,1,94320,日本電信電話,0.06239168119359604
2023-03-31,2,54010,日本製鉄,0.13097467704126495
2023-03-31,3,90220,東海旅客鉄道,0.17308173667380744
2023-03-31,4,72670,本田技研工業,0.1858598060223112
2023-03-31,5,72590,アイシン,0.18704984690351065
2023-03-31,6,83160,三井住友フィナンシャルグループ,0.19459678525187318
2023-03-31,7,94340,ソフトバンク,0.20003336733738492
2023-03-31,8,84730,ＳＢＩホールディングス,0.20861041022682417
2023-03-31,9,99840,ソフトバンクグループ,0.2107016581365067
2023-03-31,10,67020,富士通,0.21499340367253766
2023-04-28,1,94320,日本電信電話,0.06534396894723624
2023-04-28,2,54010,日本製鉄,0.12144542970524984
2023-04-28,3,90220,東海旅客鉄道,0.1822941811505315
2023-04-28,4,72670,本田技研工業,0.1899900239339181
2023-04-28,5,72590,アイシン,0.19606138183131075
2023-04-28,6,94340,ソフトバンク,0.2004258461483804
2023-04-28,7,83160,三井住友フィナンシャルグループ,0.20381974727088892
2023-04-28,8,99840,ソフトバンクグループ,0.20712355201608745
2023-04-28,9,84730,ＳＢＩホールディングス,0.21043893135305014
2023-04-28,10,67020,富士通,0.21524662485814616
2023-05-31,1,94320,日本電信電話,0.06127957004158117
2023-05-31,2,54010,日本製鉄,0.11107904293269417
2023-05-31,3,90220,東海旅客鉄道,0.18380924113041125
2023-05-31,4,67010,日本電気,0.18687135233834049
2023-05-31,5,99840,ソフトバンクグループ,0.18894627170397066
2023-05-31,6,94340,ソフトバンク,0.19314603081127765
2023-05-31,7,72590,アイシン,0.19779264082559478
2023-05-31,8,84730,ＳＢＩホールディングス,0.2032578019722598
2023-05-31,9,83160,三井住友フィナンシャルグループ,0.20341306083178423
2023-05-31,10,87500,第一生命ホールディングス,0.20623876934225377
2023-06-30,1,54010,日本製鉄,0.12288029643521019
2023-06-30,2,90220,東海旅客鉄道,0.19544273740448792
2023-06-30,3,67010,日本電気,0.1987112929826781
2023-06-30,4,94340,ソフトバンク,0.20016479639930526
2023-06-30,5,84730,ＳＢＩホールディングス,0.21560902319555497
2023-06-30,6,72590,アイシン,0.21836058956110588
2023-06-30,7,83160,三井住友フィナンシャルグループ,0.22064089073157553
2023-06-30,8,67020,富士通,0.22162297836308018
2023-06-30,9,72670,本田技研工業,0.22787955357850015
2023-06-30,10,99840,ソフトバンクグループ,0.2337395688751706
2023-07-31,1,54010,日本製鉄,0.13277944148758067
2023-07-31,2,90220,東海旅客鉄道,0.1914911775537962
2023-07-31,3,67010,日本電気,0.19992222611959443
2023-07-31,4,94340,ソフトバンク,0.20510392773902839
2023-07-31,5,72590,アイシン,0.2133536487646802
2023-07-31,6,83160,三井住友フィナンシャルグループ,0.22216843036939452
2023-07-31,7,69710,京セラ,0.22775554836027984
2023-07-31,8,91070,川崎汽船,0.23136138320860372
2023-07-31,9,84730,ＳＢＩホールディングス,0.23359850681838715
2023-07-31,10,72670,本田技研工業,0.23690339491923826
2023-08-31,1,94320,日本電信電話,0.06519185611882498
2023-08-31,2,54010,日本製鉄,0.13413615714475247
2023-08-31,3,90220,東海旅客鉄道,0.19735153617206788
2023-08-31,4,99840,ソフトバンクグループ,0.21007895493066317
2023-08-31,5,67010,日本電気,0.2139220701594324
2023-08-31,6,87500,第一生命ホールディングス,0.21517999023579043
2023-08-31,7,94340,ソフトバンク,0.21813305311940412
2023-08-31,8,83160,三井住友フィナンシャルグループ,0.22174028343684915
2023-08-31,9,69710,京セラ,0.22280952258479494
2023-08-31,10,72590,アイシン,0.22500398127214502
2023-09-29,1,94320,日本電信電話,0.06840690309319364
2023-09-29,2,54010,日本製鉄,0.1363931623998716
2023-09-29,3,99840,ソフトバンクグループ,0.20333865967071094
2023-09-29,4,94340,ソフトバンク,0.22087604360773194
2023-09-29,5,69710,京セラ,0.2260631732756561
2023-09-29,6,67010,日本電気,0.2299258680180941
2023-09-29,7,84730,ＳＢＩホールディングス,0.23964091229525425
2023-09-29,8,83160,三井住友フィナンシャルグループ,0.24384461344267785
2023-09-29,9,87500,第一生命ホールディングス,0.2457794164914774
2023-09-29,10,72590,アイシン,0.26120322870605356
2023-10-31,1,94320,日本電信電話,0.06848437410462423
2023-10-31,2,54010,日本製鉄,0.1257696721473281
2023-10-31,3,99840,ソフトバンクグループ,0.19655984843784471
2023-10-31,4,67010,日本電気,0.1969898901826373
2023-10-31,5,69710,京セラ,0.2197108076411177
2023-10-31,6,67020,富士通,0.22039432845770554
2023-10-31,7,94340,ソフトバンク,0.22270470393328384
2023-10-31,8,72590,アイシン,0.22917879669763105
2023-10-31,9,83160,三井住友フィナンシャルグループ,0.23963284245508074
2023-10-31,10,84730,ＳＢＩホールディングス,0.24565477254662815
2023-11-30,1,54010,日本製鉄,0.1269714455492895
2023-11-30,2,99840,ソフトバンクグループ,0.18955460808503344
2023-11-30,3,94340,ソフトバンク,0.22362744109212615
2023-11-30,4,67010,日本電気,0.22528753575363378
2023-11-30,5,83160,三井住友フィナンシャルグループ,0.23412661732379064
2023-11-30,6,69710,京セラ,0.23915286642004102
2023-11-30,7,67020,富士通,0.23974907118345307
2023-11-30,8,72590,アイシン,0.24014871603206206
2023-11-30,9,84730,ＳＢＩホールディングス,0.24765134779254588
2023-11-30,10,87500,第一生命ホールディングス,0.2537971376338739
2023-12-29,1,54010,日本製鉄,0.11863400900324128
2023-12-29,2,99840,ソフトバンクグループ,0.19815698664463993
2023-12-29,3,72590,アイシン,0.21732335375427608
2023-12-29,4,94340,ソフトバンク,0.21877948656039023
2023-12-29,5,83160,三井住友フィナンシャルグループ,0.2219330267055136
2023-12-29,6,67010,日本電気,0.22829501499306334
2023-12-29,7,67020,富士通,0.2415085932494301
2023-12-29,8,84730,ＳＢＩホールディングス,0.24494857349484114
2023-12-29,9,87500,第一生命ホールディングス,0.2464497714528595
2023-12-29,10,72690,スズキ,0.25832703034415755
2024-01-31,1,54010,日本製鉄,0.1311217994246351
2024-01-31,2,99840,ソフトバンクグループ,0.20340909771251095
2024-01-31,3,94340,ソフトバンク,0.24413801795716272
2024-01-31,4,72590,アイシン,0.24473493532007118
2024-01-31,5,67020,富士通,0.2450010024277645
2024-01-31,6,83160,三井住友フィナンシャルグループ,0.2483911828566004
2024-01-31,7,67010,日本電気,0.2650905000888929
2024-01-31,8,87500,第一生命ホールディングス,0.26862366131753523
2024-01-31,9,84730,ＳＢＩホールディングス,0.28139741545245933
2024-01-31,10,72690,スズキ,0.28636398245404193
2024-02-29,1,54010,日本製鉄,0.13433461582392126
2024-02-29,2,70110,三菱重工業,0.1966811351677342
2024-02-29,3,94340,ソフトバンク,0.24608012539634902
2024-02-29,4,72590,アイシン,0.2558935061623037
2024-02-29,5,83160,三井住友フィナンシャルグループ,0.2675314416430783
2024-02-29,6,67020,富士通,0.2749207505649363
2024-02-29,7,67010,日本電気,0.2757487779275185
2024-02-29,8,99840,ソフトバンクグループ,0.27579800897707685
2024-02-29,9,72690,スズキ,0.2828627389540284
2024-02-29,10,87500,第一生命ホールディングス,0.2829777069146875
2024-03-29,1,54010,日本製鉄,0.13263509309344365
2024-03-29,2,94340,ソフトバンク,0.2433362010381535
2024-03-29,3,99840,ソフトバンクグループ,0.28119473907310155
2024-03-29,4,72590,アイシン,0.2819138095568024
2024-03-29,5,83160,三井住友フィナンシャルグループ,0.285653515351616
2024-03-29,6,67010,日本電気,0.30034480370896216
2024-03-29,7,84730,ＳＢＩホールディングス,0.30940909932568106
2024-03-29,8,87500,第一生命ホールディングス,0.3199441608813597
2024-03-29,9,61780,日本郵政,0.34741799499531484
2024-03-29,10,95130,電源開発,0.34862247045950856
2024-04-30,1,54010,日本製鉄,0.12804276571534462
2024-04-30,2,94340,ソフトバンク,0.2383472476596163
2024-04-30,3,72590,アイシン,0.24507261000670683
2024-04-30,4,99840,ソフトバンクグループ,0.24834998869799302
2024-04-30,5,83160,三井住友フィナンシャルグループ,0.287923584032728
2024-04-30,6,67010,日本電気,0.3003339445892675
2024-04-30,7,84730,ＳＢＩホールディングス,0.301656251734377
2024-04-30,8,87500,第一生命ホールディングス,0.3030053544815368
2024-04-30,9,67620,ＴＤＫ,0.32118430722316393
2024-04-30,10,61780,日本郵政,0.34265573788376025
2024-05-31,1,54010,日本製鉄,0.12182074404084633
2024-05-31,2,94340,ソフトバンク,0.2281634265918666
2024-05-31,3,72590,アイシン,0.2387669924693665
2024-05-31,4,99840,ソフトバンクグループ,0.2510298249886362
2024-05-31,5,87500,第一生命ホールディングス,0.2581092740813934
2024-05-31,6,67010,日本電気,0.30359844398697694
2024-05-31,7,83160,三井住友フィナンシャルグループ,0.3099820937519658
2024-05-31,8,84730,ＳＢＩホールディングス,0.32146144329188303
2024-05-31,9,61780,日本郵政,0.3331626265286529
2024-05-31,10,71810,かんぽ生命保険,0.3409043609588945
2024-06-28,1,54010,日本製鉄,0.1207203818423422
2024-06-28,2,72590,アイシン,0.21440326400796994
2024-06-28,3,94340,ソフトバンク,0.23746882057892896
2024-06-28,4,87500,第一生命ホールディングス,0.2636798012934562
2024-06-28,5,99840,ソフトバンクグループ,0.288453868793622
2024-06-28,6,84730,ＳＢＩホールディングス,0.3218571368459105
2024-06-28,7,83160,三井住友フィナンシャルグループ,0.3230862930505183
2024-06-28,8,72010,日産自動車,0.3382874481540112
2024-06-28,9,95130,電源開発,0.34472835539255764
2024-06-28,10,67010,日本電気,0.3459063561812911
2024-07-31,1,54010,日本製鉄,0.11642541971269697
2024-07-31,2,72590,アイシン,0.2123595926953578
2024-07-31,3,94340,ソフトバンク,0.23746882057892896
2024-07-31,4,99840,ソフトバンクグループ,0.2543613422413055
2024-07-31,5,87500,第一生命ホールディングス,0.2851520978157246
2024-07-31,6,72010,日産自動車,0.28847022183366666
2024-07-31,7,84730,ＳＢＩホールディングス,0.31204393670603026
2024-07-31,8,95010,東京電力ホールディングス,0.323622819577046
2024-07-31,9,83160,三井住友フィナンシャルグループ,0.3288069538477485
2024-07-31,10,95130,電源開発,0.33129497841540684
2024-08-30,1,54010,日本製鉄,0.11501245169943786
2024-08-30,2,72590,アイシン,0.2096381439627325
2024-08-30,3,99840,ソフトバンクグループ,0.2174818314682853
2024-08-30,4,94340,ソフトバンク,0.2480152450283016
2024-08-30,5,72010,日産自動車,0.25245594280177946
2024-08-30,6,87500,第一生命ホールディングス,0.25669176700569696
2024-08-30,7,83160,三井住友フィナンシャルグループ,0.2779065679044753
2024-08-30,8,84730,ＳＢＩホールディングス,0.281598399556987
2024-08-30,9,61780,日本郵政,0.29558816050806325
2024-08-30,10,95010,東京電力ホールディングス,0.3006861928886488
2024-09-30,1,54010,日本製鉄,0.11112079170235718
2024-09-30,2,99840,ソフトバンクグループ,0.21805107435272617
2024-09-30,3,87500,第一生命ホールディングス,0.22626139186894959
2024-09-30,4,72010,日産自動車,0.23880967562330488
2024-09-30,5,84730,ＳＢＩホールディングス,0.26005233367160097
2024-09-30,6,95010,東京電力ホールディングス,0.275629010147928
2024-09-30,7,61780,日本郵政,0.28444764160198266
2024-09-30,8,71810,かんぽ生命保険,0.28796185487752934
2024-09-30,9,95130,電源開発,0.3200691703529243
2024-09-30,10,67010,日本電気,0.3546648543951356
2024-10-31,1,54010,日本製鉄,0.10663843331286246
2024-10-31,2,87500,第一生命ホールディングス,0.23744541504117903
2024-10-31,3,72010,日産自動車,0.24397152451255394
2024-10-31,4,99840,ソフトバンクグループ,0.24575767801905649
2024-10-31,5,95010,東京電力ホールディングス,0.2655207645982755
2024-10-31,6,84730,ＳＢＩホールディングス,0.2682603587707956
2024-10-31,7,71810,かんぽ生命保険,0.2804421136595293
2024-10-31,8,61780,日本郵政,0.29517169251157427
2024-10-31,9,95130,電源開発,0.3253959052681722
2024-10-31,10,67010,日本電気,0.3482506725819595
2024-11-29,1,54010,日本製鉄,0.1095977209081946
2024-11-29,2,72010,日産自動車,0.22330344837418978
2024-11-29,3,95010,東京電力ホールディングス,0.22860024723441771
2024-11-29,4,99840,ソフトバンクグループ,0.25641593112216515
2024-11-29,5,87500,第一生命ホールディングス,0.2692457914029494
2024-11-29,6,84730,ＳＢＩホールディングス,0.3105134070653103
2024-11-29,7,61780,日本郵政,0.31186285708494055
2024-11-29,8,95130,電源開発,0.3194680268764111
2024-11-29,9,67010,日本電気,0.3353573722748073
2024-11-29,10,72610,マツダ,0.3525509593707307
2024-12-30,1,54010,日本製鉄,0.11400455963709552
2024-12-30,2,95010,東京電力ホールディングス,0.20250861140684148
2024-12-30,3,99840,ソフトバンクグループ,0.26356665292561676
2024-12-30,4,87500,第一生命ホールディングス,0.28147456944850197
2024-12-30,5,72010,日産自動車,0.29865047428144637
2024-12-30,6,61780,日本郵政,0.30999105600873883
2024-12-30,7,84730,ＳＢＩホールディングス,0.32710698067038774
2024-12-30,8,95130,電源開発,0.3278817897550397
2024-12-30,9,71810,かんぽ生命保険,0.3372396556155697
2024-12-30,10,67010,日本電気,0.3610124086002633
2025-01-31,1,54010,日本製鉄,0.11568847362293572
2025-01-31,2,95010,東京電力ホールディングス,0.17295418979399846
2025-01-31,3,72010,日産自動車,0.26617223520333905
2025-01-31,4,99840,ソフトバンクグループ,0.27005165745041637
2025-01-31,5,87500,第一生命ホールディングス,0.28320254895493874
2025-01-31,6,95130,電源開発,0.3196194665096251
2025-01-31,7,61780,日本郵政,0.33817206110044234
2025-01-31,8,71810,かんぽ生命保険,0.3517408447975257
2025-01-31,9,84730,ＳＢＩホールディングス,0.3699052571468498
2025-01-31,10,80010,伊藤忠商事,0.3711221593451917
2025-02-28,1,54010,日本製鉄,0.12234541618833812
2025-02-28,2,95010,東京電力ホールディングス,0.1619199576902992
2025-02-28,3,99840,ソフトバンクグループ,0.20860953450784606
2025-02-28,4,72010,日産自動車,0.25646579668718267
2025-02-28,5,87500,第一生命ホールディングス,0.2705058591722759
2025-02-28,6,71810,かんぽ生命保険,0.3196425146951745
2025-02-28,7,80010,伊藤忠商事,0.3321427133330295
2025-02-28,8,61780,日本郵政,0.33449912936044773
2025-02-28,9,95130,電源開発,0.336173982107799
2025-02-28,10,84730,ＳＢＩホールディングス,0.34938165617457406
2025-03-31,1,54010,日本製鉄,0.11742072836339451
2025-03-31,2,95010,東京電力ホールディングス,0.18166320057316337
2025-03-31,3,99840,ソフトバンクグループ,0.18858874806496664
2025-03-31,4,72010,日産自動車,0.2258163152881564
2025-03-31,5,61780,日本郵政,0.31300984026019957
2025-03-31,6,84730,ＳＢＩホールディングス,0.32123433438211646
2025-03-31,7,72610,マツダ,0.3285291985824284
2025-03-31,8,95130,電源開発,0.33004750783130943
2025-03-31,9,71810,かんぽ生命保険,0.3333681465525764
2025-03-31,10,80010,伊藤忠商事,0.3436972356741996
2025-04-30,1,54010,日本製鉄,0.11062171905283802
2025-04-30,2,99840,ソフトバンクグループ,0.18064094971887648
2025-04-30,3,95010,東京電力ホールディングス,0.1851020290558169
2025-04-30,4,72010,日産自動車,0.20363420034567048
2025-04-30,5,61780,日本郵政,0.2903674673545723
2025-04-30,6,72610,マツダ,0.29791482410191766
2025-04-30,7,84730,ＳＢＩホールディングス,0.3015554045329484
2025-04-30,8,71810,かんぽ生命保険,0.313987554369925
2025-04-30,9,95130,電源開発,0.32646286862698043
2025-04-30,10,80010,伊藤忠商事,0.36267255038103485
2025-05-30,1,54010,日本製鉄,0.10588189799118472
2025-05-30,2,95010,東京電力ホールディングス,0.16871831357415093
2025-05-30,3,99840,ソフトバンクグループ,0.2005397195063637
2025-05-30,4,72010,日産自動車,0.2516081778367149
2025-05-30,5,61780,日本郵政,0.2968325498772363
2025-05-30,6,72610,マツダ,0.31861957572569277
2025-05-30,7,71810,かんぽ生命保険,0.3754578215883997
2025-05-30,8,84730,ＳＢＩホールディングス,0.37706147059859063
2025-05-30,9,80010,伊藤忠商事,0.39000497116892335
2025-05-30,10,54110,ＪＦＥホールディングス,0.4230593984263983
2025-06-30,1,54010,日本製鉄,0.09951005062238923
2025-06-30,2,95010,東京電力ホールディングス,0.20377776691056568
2025-06-30,3,72010,日産自動車,0.23885384624130543
2025-06-30,4,99840,ソフトバンクグループ,0.2769523586227102
2025-06-30,5,61780,日本郵政,0.2800564255464847
2025-06-30,6,72610,マツダ,0.30347048546879635
2025-06-30,7,80010,伊藤忠商事,0.38073353516180686
2025-06-30,8,71810,かんぽ生命保険,0.38550628343821514
2025-06-30,9,54110,ＪＦＥホールディングス,0.4145314701496172
2025-06-30,10,84730,ＳＢＩホールディングス,0.4321301428824131
2025-07-31,1,54010,日本製鉄,0.10630061938970556
2025-07-31,2,72010,日産自動車,0.2279219380983485
2025-07-31,3,61780,日本郵政,0.29410642967348916
2025-07-31,4,99840,ソフトバンクグループ,0.3110551730194583
2025-07-31,5,72610,マツダ,0.3180610839189869
2025-07-31,6,95010,東京電力ホールディングス,0.3229394624467817
2025-07-31,7,80010,伊藤忠商事,0.39972990132856184
2025-07-31,8,54110,ＪＦＥホールディングス,0.43245247884720056
2025-07-31,9,71810,かんぽ生命保険,0.458209860351586
2025-07-31,10,84730,ＳＢＩホールディングス,0.46582948909566846
2025-08-29,1,54010,日本製鉄,0.1218167655456499
2025-08-29,2,72010,日産自動車,0.23557603303448704
2025-08-29,3,61780,日本郵政,0.2919780617001452
2025-08-29,4,72610,マツダ,0.361712203953463
2025-08-29,5,95010,東京電力ホールディングス,0.42408971842359106
2025-08-29,6,80010,伊藤忠商事,0.42426277540201673
2025-08-29,7,99840,ソフトバンクグループ,0.43844411739139927
2025-08-29,8,71810,かんぽ生命保険,0.4558746084154128
2025-08-29,9,54110,ＪＦＥホールディングス,0.4649727387960731
2025-08-29,10,95020,中部電力,0.539521970096549
2025-09-30,1,72010,日産自動車,0.2578296053488159
2025-09-30,2,61780,日本郵政,0.28358622444612713
2025-09-30,3,95010,東京電力ホールディングス,0.38988621709661886
2025-09-30,4,72610,マツダ,0.39297577133034517
2025-09-30,5,80010,伊藤忠商事,0.4257280154266277
2025-09-30,6,54110,ＪＦＥホールディングス,0.45928383905550124
2025-09-30,7,71810,かんぽ生命保険,0.4610425067741982
2025-09-30,8,99840,ソフトバンクグループ,0.5047699335971518
2025-09-30,9,84730,ＳＢＩホールディングス,0.5295087587106538
2025-09-30,10,95020,中部電力,0.5457523220853789
2025-10-31,1,72010,日産自動車,0.2505298666597207
2025-10-31,2,61780,日本郵政,0.279052703170968
2025-10-31,3,72610,マツダ,0.3897040026513691
2025-10-31,4,95010,東京電力ホールディングス,0.4107847575539802
2025-10-31,5,71810,かんぽ生命保険,0.4389414946440733
2025-10-31,6,54110,ＪＦＥホールディングス,0.44714751960894794
