Date,Code,CompanyName,SplitCount,CumulativeRatio,FirstSplitDate,LastSplitDate,DiscDate,OriginalBPS,AdjustedBPS,OriginalShOutFY,AdjustedShOutFY
2017-04-28,39630,シンクロ・フード,1,3.0,2017-03-29,2017-03-29,2017-02-09,587.9518072289156,195.98393574297188,2905000.0,8715000.0
2017-04-28,39650,キャピタル・アセット・プランニング,1,2.0,2017-03-29,2017-03-29,2017-02-10,958.3118530208963,479.1559265104481,1264724.0,2529448.0
2017-04-28,39680,セグエグループ,1,2.0,2017-03-29,2017-03-29,2017-02-13,1121.3461956915935,560.6730978457967,1378700.0,2757400.0
2017-04-28,40820,第一稀元素化学工業,1,5.0,2017-04-19,2017-04-19,2017-02-13,4300.4098360655735,860.0819672131148,4880000.0,24400000.0
2017-04-28,46590,エイジス,1,2.0,2017-03-29,2017-03-29,2017-01-30,1954.2855020796196,977.1427510398098,5385600.0,10771200.0
2017-04-28,49180,アイビー化粧品,1,2.0,2017-03-29,2017-03-29,2017-02-09,1083.0721003134797,541.5360501567399,2552000.0,5104000.0
2017-04-28,49230,コタ,1,1.1,2017-03-29,2017-03-29,2017-01-31,452.15309681263636,411.0482698296694,15364265.0,16900691.5
2017-04-28,49270,ポーラ・オルビスホールディングス,1,4.0,2017-03-29,2017-03-29,2017-02-14,3244.603614629897,811.1509036574743,57284039.0,229136156.0
2017-04-28,49750,ＪＣＵ,1,2.0,2017-03-29,2017-03-29,2017-02-03,2307.081703237512,1153.540851618756,7054800.0,14109600.0
2017-04-28,59880,パイオラックス,1,3.0,2017-03-29,2017-03-29,2017-02-08,5673.8786521662705,1891.2928840554234,13084700.0,39254100.0
2017-04-28,60740,ジェイエスエス,1,2.0,2017-03-29,2017-03-29,2017-02-13,1083.3886369868185,541.6943184934092,2013128.0,4026256.0
2017-04-28,61940,アトラエ,1,3.0,2017-03-29,2017-03-29,2017-02-06,967.5179384306766,322.5059794768922,1296100.0,3888300.0
2017-04-28,61980,キャリア,1,2.0,2017-03-29,2017-03-29,2017-02-13,512.0930232558139,256.04651162790697,2150000.0,4300000.0
2017-04-28,62380,フリュー,1,3.0,2017-02-24,2017-02-24,2017-02-13,1670.6955046649703,556.89850155499,9432000.0,28296000.0
2017-04-28,62770,ホソカワミクロン,1,0.2,2017-03-29,2017-03-29,2017-02-10,713.7559737830137,3568.779868915068,43076347.0,8615269.4
2017-04-28,63160,丸山製作所,1,0.1,2017-03-29,2017-03-29,2017-02-13,275.4043240089421,2754.043240089421,50293328.0,5029332.8
2017-04-28,63220,タクミナ,1,1.2,2017-03-29,2017-03-29,2017-02-06,842.1771770606091,701.8143142171742,6440450.0,7728540.0
2017-04-28,65370,ＷＡＳＨハウス,1,2.0,2017-03-29,2017-03-29,2017-02-10,634.232121922626,317.116060961313,3412000.0,6824000.0
2017-04-28,77820,シンシア,1,3.0,2017-03-13,2017-03-13,2017-02-14,929.9123330426401,309.97077768088,2178700.0,6536100.0
2017-04-28,78740,レック,1,2.0,2017-03-29,2017-03-29,2017-02-03,2530.253890047881,1265.1269450239406,9541335.0,19082670.0
2017-04-28,79060,ヨネックス,1,4.0,2017-03-29,2017-03-29,2017-02-06,1406.012339138311,351.50308478457777,23405200.0,93620800.0
2017-04-28,87690,アドバンテッジリスクマネジメント,1,2.0,2017-03-29,2017-03-29,2017-02-07,229.50282194796375,114.75141097398188,8540200.0,17080400.0
2017-04-28,88760,リログループ,1,10.0,2017-03-29,2017-03-29,2017-02-09,2494.194226655299,249.4194226655299,15295120.0,152951200.0
2017-04-28,94700,学研ホールディングス,1,0.1,2017-03-29,2017-03-29,2017-02-14,313.8222062054066,3138.222062054066,105958085.0,10595808.5
2017-04-28,95170,イーレックス,1,3.0,2017-03-02,2017-03-02,2017-02-14,961.5751221255808,320.52504070852694,16786000.0,50358000.0
2017-04-28,96160,共立メンテナンス,1,2.0,2017-03-29,2017-03-29,2017-02-09,3230.3972965007615,1615.1986482503808,19472837.0,38945674.0
2017-04-28,99410,太洋物産,1,0.1,2017-03-29,2017-03-29,2017-02-10,5.420789949132662,54.207899491326614,13282197.0,1328219.7000000002
2017-04-28,99890,サンドラッグ,1,2.0,2017-03-29,2017-03-29,2017-02-09,1945.6241820960947,972.8120910480474,67165592.0,134331184.0
2017-05-31,21800,サニーサイドアップグループ,1,2.0,2017-05-25,2017-05-25,2017-05-12,426.3021396153015,213.15106980765074,3701600.0,7403200.0
2017-05-31,29230,サトウ食品,1,1.05,2017-04-26,2017-04-26,2017-03-10,2290.0206876169837,2180.972083444746,5075500.0,5329275.0
2017-05-31,30300,ハブ,1,3.0,2017-05-29,2017-05-29,2017-04-13,923.277675694389,307.759225231463,3755100.0,11265300.0
2017-05-31,31400,ＢＲＵＮＯ,1,2.0,2017-05-29,2017-05-29,2017-05-15,109.95858226734596,54.97929113367298,6138675.0,12277350.0
2017-05-31,32970,東武住販,1,2.0,2017-05-29,2017-05-29,2017-04-10,1588.261318389618,794.130659194809,1356200.0,2712400.0
2017-05-31,34750,グッドコムアセット,1,2.0,2017-04-26,2017-04-26,2017-03-09,1792.0148560817086,896.0074280408543,1507800.0,3015600.0
2017-05-31,35470,串カツ田中ホールディングス,1,2.0,2017-05-29,2017-05-29,2017-04-14,1204.5469653659509,602.2734826829754,1504300.0,3008600.0
2017-05-31,39170,アイリッジ,1,2.0,2017-04-26,2017-04-26,2017-03-10,342.8986560116237,171.44932800581185,2753000.0,5506000.0
2017-05-31,39670,エルテス,1,2.0,2017-05-29,2017-05-29,2017-04-12,618.7106918238994,309.3553459119497,2544000.0,5088000.0
2017-05-31,46160,川上塗料,1,0.1,2017-05-29,2017-05-29,2017-04-13,179.7,1797.0,10000000.0,1000000.0
2017-05-31,60620,チャーム・ケア・コーポレーション,1,2.0,2017-05-29,2017-05-29,2017-05-08,600.7965686274509,300.39828431372547,3264000.0,6528000.0
2017-05-31,64920,岡野バルブ製造,1,0.1,2017-05-29,2017-05-29,2017-04-07,501.1154489682097,5011.154489682097,17930000.0,1793000.0
2017-05-31,66150,ユー・エム・シー・エレクトロニクス,1,2.0,2017-05-29,2017-05-29,2017-05-12,1990.8713831984624,995.4356915992312,8356140.0,16712280.0
2017-05-31,79970,くろがね工作所,1,0.1,2017-05-29,2017-05-29,2017-04-06,237.73447605986902,2377.3447605986903,18571139.0,1857113.9000000001
2017-05-31,89080,毎日コムネット,1,2.0,2017-05-29,2017-05-29,2017-04-13,717.1111111111111,358.55555555555554,9000000.0,18000000.0
2017-05-31,95110,沖縄電力,1,1.1,2017-05-29,2017-05-29,2017-04-28,3889.387908779333,3535.8071897993937,39430626.0,43373688.6
2017-05-31,96470,協和コンサルタンツ,1,0.1,2017-05-29,2017-05-29,2017-04-14,292.782801569698,2927.82801569698,5861000.0,586100.0
2017-06-30,17180,美樹工業,1,0.1,2017-06-28,2017-06-28,2017-04-27,1049.717193736381,10497.17193736381,11532630.0,1153263.0
2017-06-30,18990,福田組,1,0.2,2017-06-28,2017-06-28,2017-05-02,1212.5350382283868,6062.675191141934,44940557.0,8988111.4
2017-06-30,21800,サニーサイドアップグループ,1,2.0,2017-05-25,2017-05-25,2017-05-12,426.3021396153015,213.15106980765074,3701600.0,7403200.0
2017-06-30,22110,不二家,1,0.1,2017-06-28,2017-06-28,2017-04-27,122.88314536174397,1228.8314536174398,257846590.0,25784659.0
2017-06-30,22150,第一屋製パン,1,0.1,2017-06-28,2017-06-28,2017-05-12,135.6440929883548,1356.440929883548,69299000.0,6929900.0
2017-06-30,22160,カンロ,1,0.2,2017-06-28,2017-06-28,2017-05-11,514.0900744103857,2570.4503720519283,19144505.0,3828901.0
2017-06-30,27520,フジオフードグループ本社,1,2.0,2017-06-28,2017-06-28,2017-05-12,713.460043910148,356.730021955074,10956465.0,21912930.0
2017-06-30,30300,ハブ,1,3.0,2017-05-29,2017-05-29,2017-04-13,923.277675694389,307.759225231463,3755100.0,11265300.0
2017-06-30,31400,ＢＲＵＮＯ,1,2.0,2017-05-29,2017-05-29,2017-05-15,109.95858226734596,54.97929113367298,6138675.0,12277350.0
2017-06-30,31600,大光,1,2.0,2017-06-28,2017-06-28,2017-03-27,473.130065098977,236.5650325494885,6021600.0,12043200.0
2017-06-30,32610,グランディーズ,1,3.0,2017-06-28,2017-06-28,2017-05-11,1000.5471742359102,333.51572474530343,1279300.0,3837900.0
2017-06-30,32970,東武住販,1,2.0,2017-05-29,2017-05-29,2017-04-10,1588.261318389618,794.130659194809,1356200.0,2712400.0
2017-06-30,34450,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,1,2.0,2017-06-28,2017-06-28,2017-05-15,745.6092703240993,372.80463516204964,5523000.0,11046000.0
2017-06-30,35470,串カツ田中ホールディングス,1,2.0,2017-05-29,2017-05-29,2017-04-14,1204.5469653659509,602.2734826829754,1504300.0,3008600.0
2017-06-30,37580,アエリア,1,2.0,2017-06-28,2017-06-28,2017-05-09,682.2448382009545,341.12241910047726,8073348.0,16146696.0
2017-06-30,39010,マークラインズ,1,4.0,2017-06-06,2017-06-06,2017-05-08,435.88723254461416,108.97180813615354,3266900.0,13067600.0
2017-06-30,39120,モバイルファクトリー,1,2.0,2017-06-28,2017-06-28,2017-04-21,385.5217463204895,192.76087316024476,4837600.0,9675200.0
2017-06-30,39210,ネオジャパン,1,2.0,2017-06-28,2017-06-28,2017-06-09,793.1579234079643,396.57896170398215,3671400.0,7342800.0
2017-06-30,39340,ベネフィットジャパン,1,3.0,2017-06-28,2017-06-28,2017-05-12,1257.848740357262,419.28291345242064,1950950.0,5852850.0
2017-06-30,39400,ノムラシステムコーポレーション,1,3.0,2017-06-28,2017-06-28,2017-05-08,978.8588070326825,326.28626901089416,1854200.0,5562600.0
2017-06-30,39670,エルテス,1,2.0,2017-05-29,2017-05-29,2017-04-12,618.7106918238994,309.3553459119497,2544000.0,5088000.0
2017-06-30,39700,イノベーション,1,2.0,2017-06-28,2017-06-28,2017-05-15,860.4385326821158,430.2192663410579,962300.0,1924600.0
2017-06-30,40250,多木化学,1,0.2,2017-06-28,2017-06-28,2017-05-02,980.9732547032332,4904.866273516167,23646924.0,4729384.8
2017-06-30,42450,ダイキアクシス,1,2.0,2017-06-28,2017-06-28,2017-05-12,1041.35774611566,520.67887305783,6204400.0,12408800.0
2017-06-30,44040,ミヨシ油脂,1,0.1,2017-06-28,2017-06-28,2017-05-10,228.62364548688444,2286.2364548688442,103068954.0,10306895.4
2017-06-30,45870,ペプチドリーム,1,2.0,2017-06-28,2017-06-28,2017-05-12,182.41399286676486,91.20699643338243,57309200.0,114618400.0
2017-06-30,45950,ミズホメディー,1,2.0,2017-06-28,2017-06-28,2017-05-12,833.5432938607541,416.7716469303771,2381400.0,4762800.0
2017-06-30,46160,川上塗料,1,0.1,2017-05-29,2017-05-29,2017-04-13,179.7,1797.0,10000000.0,1000000.0
2017-06-30,47720,ストリームメディアコーポレーション,1,0.1,2017-06-28,2017-06-28,2017-05-10,26.585391074583264,265.8539107458326,165203513.0,16520351.3
2017-06-30,52010,ＡＧＣ,1,0.2,2017-06-28,2017-06-28,2017-05-09,996.5341834209547,4982.670917104773,1186705905.0,237341181.0
2017-06-30,52140,日本電気硝子,1,0.2,2017-06-28,2017-06-28,2017-04-28,1027.7357631383063,5138.678815691531,497616234.0,99523246.80000001
2017-06-30,53020,日本カーボン,1,0.1,2017-06-28,2017-06-28,2017-04-28,254.5276868476999,2545.276868476999,118325045.0,11832504.5
2017-06-30,60360,ＫｅｅＰｅｒ技研,1,2.0,2017-06-28,2017-06-28,2017-05-10,533.3950774239646,266.6975387119823,7039810.0,14079620.0
2017-06-30,60620,チャーム・ケア・コーポレーション,1,2.0,2017-05-29,2017-05-29,2017-05-08,600.7965686274509,300.39828431372547,3264000.0,6528000.0
2017-06-30,60810,アライドアーキテクツ,1,3.0,2017-06-28,2017-06-28,2017-05-12,306.4035657490985,102.13452191636617,4464700.0,13394100.0
